,Signal Id.,SNR,Method,Parameters,Iteration,Comp.0,Comp.1
501,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",21,0.0011249094696623972,0.00029685436266439937
502,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",22,0.001386327512000914,0.0004058455087520457
503,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",23,0.0021482624870952493,0.0002086710656130755
504,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",24,0.0014176931688499167,5.783372366869887e-05
505,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",25,0.001957919948309157,0.0005942064779776116
506,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",26,0.000703908548061533,7.675266177565966e-05
507,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",27,0.0020841278235063146,3.373816189942534e-05
508,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",28,0.0023855709484595076,0.00032055135479679814
509,McDampedCos,0,em_method,"([], [], [], [], [], [], [], True)",29,0.0006796021692039833,0.00022852116072619402
510,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",0,0.0030131341934367018,0.0023717023522765546
511,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",1,0.002821847864426575,0.0017526559820881598
512,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",2,0.0016875203016280223,0.0011459066196724222
513,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",3,0.0029354512087538275,0.00069285021799582
514,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",4,0.0021271550998348404,0.0015645954070267851
515,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",5,0.003374135892547546,0.00243502538645709
516,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",6,0.0027733785341008473,0.0009754205006140252
517,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",7,0.0016120779031182804,0.001740622850700661
518,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",8,0.0024394174456649,0.0022591585044507622
519,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",9,0.0018982881962599748,0.0017156501072424428
520,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",10,0.002383291818357757,0.0013699184514858107
521,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",11,0.0025413042406652927,0.0032994858282583733
522,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",12,0.002030782204093727,0.0010320597878208868
523,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",13,0.003458612473027776,0.002573803582897893
524,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",14,0.002749491873179405,0.002028958213770831
525,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",15,0.00360720977606787,0.002645028590272974
526,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",16,0.001998920349922945,0.002628366972781994
527,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",17,0.002921970983331861,0.001505714945439939
528,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",18,0.0036043612695217395,0.0008464615733535203
529,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",19,0.0011301337181225599,0.001800072496908682
530,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",20,0.0024738601939493688,0.0013946487497400353
531,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",21,0.0012834385089595976,0.0014093895479484842
532,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",22,0.0015414706719880874,0.0019017094497327453
533,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",23,0.0035475877372463773,0.002809848532853303
534,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",24,0.002385859926079521,0.0040378362461372655
535,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",25,0.0021269769821582493,0.001347208061924687
536,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",26,0.002593220307574115,0.0016078659684569745
537,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",27,0.003308306832129459,0.002914043332912304
538,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",28,0.0036500262123085464,0.00253381656187552
539,McDampedCos,0,fri_method,"([], [], [], [], [], [], [], True)",29,0.0035707919887013207,0.0026997798142609766
540,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",0,0.002406238897341631,6.247721689718735e-05
541,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",1,0.0028349437784574143,3.653825565620706e-05
542,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",2,0.004923950206194368,9.748423011214649e-05
543,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",3,0.0027805353775974075,6.767827846385813e-05
544,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",4,0.0032160160651239973,5.30728225354795e-05
545,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",5,0.0036476273126700848,8.451040497532595e-05
546,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",6,0.004091082446234154,8.211008619379116e-05
547,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",7,0.003985312473169717,0.00016198706538588905
548,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",8,0.00449726687256463,0.00017984211356551552
549,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",9,0.005409462083717481,2.89906651885421e-05
550,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",10,0.006669277430806183,7.552060727719906e-05
551,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",11,0.0027834049065304533,0.00012145471484572803
552,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",12,0.006587324631752529,1.3553631747210451e-05
553,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",13,0.004281731110495094,1.3910570851078715e-05
554,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",14,0.002387965780684271,8.449235139069739e-05
555,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",15,0.002278427824750201,0.0001848272473723799
556,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",16,0.003793167744189861,2.620956544522886e-05
557,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",17,0.0021512832465876712,9.090497670350255e-05
558,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",18,0.0036906545512980244,3.0431468398482724e-05
559,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",19,0.0029081786680990756,0.00010079538733870897
560,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",20,0.003452402517896011,3.261694554929378e-05
561,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",21,0.003576587860626508,6.595444590957078e-05
562,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",22,0.0037954634907318516,2.4841917002642584e-05
563,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",23,0.002120259801910704,0.0002058701771276967
564,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",24,0.0055226163860980695,8.717903737668633e-05
565,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",25,0.0013695825244838783,1.4151810716699655e-05
566,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",26,0.003747947727037697,9.192144782454885e-05
567,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",27,0.003973195436892236,0.0004970315288614343
568,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",28,0.00952011025533921,2.747673370220041e-05
569,McDampedCos,0,brevdo_method,"([], [], [], [], [], [], True)",29,0.0024337545237749854,0.00011151032889330823
570,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",0,0.055657870947618565,0.0005359030202026255
571,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",1,0.10020743390485516,0.021031160347166435
572,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",2,0.15053112410145852,0.00641620688445738
573,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",3,0.22469247891555225,0.00023670605837148787
574,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",4,0.1282873967814573,0.001665318124479259
575,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",5,0.0746114549207984,0.0010525679160971724
576,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",6,0.1652877957267737,0.0021571410352011085
577,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",7,0.1625045183708083,0.000553586528441015
578,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",8,0.21496301439111326,0.0018216521287615544
579,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",9,0.10876895643935161,0.00572243906426616
580,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",10,0.21048924215274656,0.0012450811757377116
581,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",11,0.221173586021043,0.0004082666817277438
582,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",12,0.10548587286772738,0.012621141614599572
583,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",13,0.13091368590540803,0.007962639120041966
584,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",14,0.16326024445160597,0.016655629712362067
585,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",15,0.21730568678178533,0.0011902473814253253
586,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",16,0.23020791915862973,0.0002979853295687317
587,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",17,0.14880090736009002,0.01848275291275537
588,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",18,0.08717724103636418,0.002016844656335128
589,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",19,0.15119086864348041,0.00012917318127464726
590,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",20,0.21295570280690723,0.00017362722520356593
591,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",21,0.12380900105225846,0.010046374823931377
592,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",22,0.1967129861325926,0.006270374389704325
593,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",23,0.19972854499041146,0.0004688488594446465
594,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",24,0.13237241394879015,0.004710178565066152
595,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",25,0.03392908946661421,0.0007998053854997464
596,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",26,0.1820426730846436,0.0018992334211454147
597,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",27,0.10141585313780267,0.00010274349140905397
598,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",28,0.12912614671639708,0.0005850688404146497
599,McDampedCos,0,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_instf': True}",29,0.1665105532668843,0.0008720955189985394
600,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",0,0.17389358424321757,0.018865527930597033
601,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",1,0.10375877543122493,0.013602875350418335
602,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",2,0.22166322499180435,0.1334302843759475
603,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",3,0.22536850921913534,0.13677136980328314
604,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",4,0.09043228159534293,0.011002628611904633
605,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",5,0.19538183235852927,0.03258379320568018
606,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",6,0.25192466508814665,0.05299101118896834
607,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",7,0.10266067560482005,0.01360453776854637
608,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",8,0.09183379322636043,0.014704128196900205
609,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",9,0.17546490517159022,0.022551531516328202
610,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",10,0.08909564464443337,0.009916941473180877
611,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",11,0.21566789614961582,0.01073309233918109
612,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",12,0.17040194554943094,0.01793848344902451
613,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",13,0.12008438461726562,0.024454930981847815
614,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",14,0.11069933125102024,0.01213368319506004
615,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",15,0.10848357587520235,0.012222403294230843
616,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",16,0.11697887569075825,0.02133856208214234
617,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",17,0.13387280198928267,0.01341549078046021
618,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",18,0.14068493469418944,0.026762103255090375
619,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",19,0.26011367046425987,0.049695320542800604
620,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",20,0.24996131629381033,0.022738861085378585
621,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",21,0.2240367227259699,0.01916077912181456
622,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",22,0.1214922055245803,0.020592435120765456
623,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",23,0.16327950611222206,0.02142903349280871
624,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",24,0.12265747155237966,0.014257372296823594
625,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",25,0.24173185462344512,0.025086295378076603
626,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",26,0.18336172305261192,0.026325013511853075
627,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",27,0.253027732092702,0.014062269887593582
628,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",28,0.09471387654735051,0.014346898056159988
629,McDampedCos,0,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_instf': True}",29,0.23833741694169946,0.010858615530718048
630,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",0,0.004207415632001604,6.623187771549944e-06
631,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",1,0.0026106163796781475,2.1436735435768457e-06
632,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",2,0.0030183942739369827,4.969079406173156e-06
633,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",3,0.003031452460767981,2.3980529220015912e-06
634,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",4,0.0025941604295823054,7.715621700993293e-06
635,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",5,0.0021006564588015005,6.930138446666578e-06
636,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",6,0.0032625074599292618,5.384801935266574e-06
637,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",7,0.004590648105947251,2.0678299444693085e-06
638,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",8,0.004304275254117558,5.3486815205326855e-06
639,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",9,0.0030280996930867232,2.4951290201257775e-06
640,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",10,0.0049590549940675315,1.5025792298493593e-06
641,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",11,0.002863053023310901,5.268228495562533e-06
642,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",12,0.0017598932383389178,1.3603757928918916e-06
643,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",13,0.00342260852094684,1.6522663610952858e-06
644,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",14,0.0036416461916066204,6.749615845856857e-06
645,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",15,0.00270599286951091,3.653769934618914e-05
646,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",16,0.003863811551616747,3.0344715824833614e-06
647,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",17,0.0035729003384557677,7.916979436521184e-06
648,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",18,0.002541791996419447,7.285766248349806e-06
649,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",19,0.0020438944218229933,1.1673793969330977e-05
650,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",20,0.0026905384700900694,1.3896517400388367e-05
651,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",21,0.0036322323719431065,4.770542957164636e-06
652,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",22,0.0035882300696681037,6.5459269064444215e-06
653,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",23,0.003732836724279984,5.76878830238626e-06
654,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",24,0.0024317343165021635,4.211795771563506e-06
655,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",25,0.0026508538068327936,7.974107177169238e-06
656,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",26,0.0025707695734104694,1.2171890117503982e-05
657,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",27,0.0031092891216273418,2.139898582741065e-06
658,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",28,0.004561521812900448,1.0161253258034049e-05
659,McDampedCos,0,nils_method,"([], [], 1, [], [], [], True)",29,0.004322957375611364,3.552443363048415e-05
660,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",0,0.004207415632001604,6.623187771549944e-06
661,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",1,0.0026106163796781475,2.1436735435768457e-06
662,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",2,0.0030183942739369827,4.969079406173156e-06
663,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",3,0.003031452460767981,2.3980529220015912e-06
664,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",4,0.0025941604295823054,7.715621700993293e-06
665,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",5,0.0021006564588015005,6.930138446666578e-06
666,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",6,0.0032625074599292618,5.384801935266574e-06
667,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",7,0.004590648105947251,2.0678299444693085e-06
668,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",8,0.004304275254117558,5.3486815205326855e-06
669,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",9,0.0030280996930867232,2.4951290201257775e-06
670,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",10,0.0049590549940675315,1.5025792298493593e-06
671,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",11,0.002863053023310901,5.268228495562533e-06
672,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",12,0.0017598932383389178,1.3603757928918916e-06
673,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",13,0.00342260852094684,1.6522663610952858e-06
674,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",14,0.0036416461916066204,6.749615845856857e-06
675,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",15,0.00270599286951091,3.653769934618914e-05
676,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",16,0.003863811551616747,3.0344715824833614e-06
677,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",17,0.0035729003384557677,7.916979436521184e-06
678,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",18,0.002541791996419447,7.285766248349806e-06
679,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",19,0.0020438944218229933,1.1673793969330977e-05
680,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",20,0.0026905384700900694,1.3896517400388367e-05
681,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",21,0.0036322323719431065,4.770542957164636e-06
682,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",22,0.0035882300696681037,6.5459269064444215e-06
683,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",23,0.003732836724279984,5.76878830238626e-06
684,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",24,0.0024317343165021635,4.211795771563506e-06
685,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",25,0.0026508538068327936,7.974107177169238e-06
686,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",26,0.0025707695734104694,1.2171890117503982e-05
687,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",27,0.0031092891216273418,2.139898582741065e-06
688,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",28,0.004561521812900448,1.0161253258034049e-05
689,McDampedCos,0,nils_method,"([], [], 2, [], [], [], True)",29,0.004322957375611364,3.552443363048415e-05
690,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",0,0.0032900581414363056,0.00013376406740259235
691,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",1,0.003433664197344892,0.0003326607403931793
692,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",2,0.0005060556878871141,0.00039009078255406154
693,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",3,0.0016735936846295227,0.00011592309916460961
694,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",4,0.005112714936744629,0.0007062010093971535
695,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",5,0.0022394726327556033,0.00015734057867968526
696,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",6,0.0032498775436081806,0.0010145825668617533
697,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",7,0.0007663222739914868,0.00031682533599712223
698,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",8,0.0009654534422508851,0.0002639472210848772
699,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",9,0.002553296490764395,0.00018871170856334536
700,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",10,0.002935333608098038,0.0005165354004612676
701,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",11,0.0011802849216858808,9.403814121528904e-05
702,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",12,0.0017347294564269238,7.170400266294123e-05
703,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",13,0.009866881178337226,0.01105628242669282
704,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",14,0.0014205762637067181,0.0006506749117815937
705,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",15,0.0008428085736931348,0.000327524091579296
706,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",16,0.02377198074481515,0.01844584344404715
707,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",17,0.0010457691605838368,0.00021734722367039425
708,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",18,0.002007246803477373,0.0003630634404994824
709,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",19,0.00030048715022300607,0.0013340646946871718
710,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",20,0.0020970014115365586,0.00015953351303383154
711,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",21,0.012829463721847626,0.02651925169008749
712,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",22,0.002225208510884605,0.00027652752311141393
713,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",23,0.0011595227649905957,0.00023546134012716776
714,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",24,0.0017299894504638313,0.000935211922504284
715,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",25,0.006005562791682035,0.00019317483813674352
716,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",26,0.0006141495255347225,0.0374397104439912
717,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",27,0.0016999688013525362,0.0007530122721636736
718,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",28,0.0023511090039492846,0.0009680858046920214
719,McDampedCos,0,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], [], True)",29,0.0033230400401418375,0.0005271209602002745
720,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",0,0.00015675350232201141,6.653724688070792e-05
721,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",1,0.0006569055761673738,1.1446395626774525e-05
722,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",2,0.0004741102333875209,5.333945397977476e-05
723,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",3,0.00030223256871058393,3.596978629076922e-05
724,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",4,0.0016240308288724445,8.758212372108743e-05
725,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",5,0.001477605024792964,6.622989884129273e-05
726,McDampedCos,10,em_method,"([], [], [], [], [], [], [], True)",6,0.0015494554422756756,5.179198494663946e-05
