,index,SNRin,Method,Parameter,Signal_id,Repetition,QRF
0,0,-20,brevdo_method,"((), {})",McCrossingChirps,0,-14.48287789627545
1,1,-20,brevdo_method,"((), {})",McCrossingChirps,1,-15.450098064488394
2,2,-20,brevdo_method,"((), {})",McCrossingChirps,2,-15.861816307540392
3,3,-20,brevdo_method,"((), {})",McCrossingChirps,3,-15.456798468742353
4,4,-20,brevdo_method,"((), {})",McCrossingChirps,4,-15.529345637747657
5,5,-20,brevdo_method,"((), {})",McCrossingChirps,5,-15.781387837311842
6,6,-20,brevdo_method,"((), {})",McCrossingChirps,6,-15.12484815883787
7,7,-20,brevdo_method,"((), {})",McCrossingChirps,7,-15.806036002578558
8,8,-20,brevdo_method,"((), {})",McCrossingChirps,8,-15.761259964947447
9,9,-20,brevdo_method,"((), {})",McCrossingChirps,9,-15.800745664199798
10,10,-20,brevdo_method,"((), {})",McCrossingChirps,10,-15.959983018924033
11,11,-20,brevdo_method,"((), {})",McCrossingChirps,11,-15.49451656856605
12,12,-20,brevdo_method,"((), {})",McCrossingChirps,12,-15.822956941391752
13,13,-20,brevdo_method,"((), {})",McCrossingChirps,13,-15.77686177981249
14,14,-20,brevdo_method,"((), {})",McCrossingChirps,14,-15.694370526475218
15,15,-20,brevdo_method,"((), {})",McCrossingChirps,15,-14.98057396442949
16,16,-20,brevdo_method,"((), {})",McCrossingChirps,16,-15.824916503942422
17,17,-20,brevdo_method,"((), {})",McCrossingChirps,17,-16.014102694169317
18,18,-20,brevdo_method,"((), {})",McCrossingChirps,18,-15.781197624933617
19,19,-20,brevdo_method,"((), {})",McCrossingChirps,19,-15.629895065949508
20,20,-20,brevdo_method,"((), {})",McCrossingChirps,20,-15.138308119400456
21,21,-20,brevdo_method,"((), {})",McCrossingChirps,21,-15.797468005393302
22,22,-20,brevdo_method,"((), {})",McCrossingChirps,22,-15.932576547725732
23,23,-20,brevdo_method,"((), {})",McCrossingChirps,23,-15.340913384655952
24,24,-20,brevdo_method,"((), {})",McCrossingChirps,24,-16.04404974449845
25,25,-20,brevdo_method,"((), {})",McCrossingChirps,25,-16.039245514047565
26,26,-20,brevdo_method,"((), {})",McCrossingChirps,26,-15.689270813682958
27,27,-20,brevdo_method,"((), {})",McCrossingChirps,27,-15.533428542221364
28,28,-20,brevdo_method,"((), {})",McCrossingChirps,28,-15.631630618413805
29,29,-20,brevdo_method,"((), {})",McCrossingChirps,29,-15.570858810505129
30,30,-20,brevdo_method,"((), {})",McDampedCos,0,-15.885530970594683
31,31,-20,brevdo_method,"((), {})",McDampedCos,1,-16.00470960543828
32,32,-20,brevdo_method,"((), {})",McDampedCos,2,-15.82679144001094
33,33,-20,brevdo_method,"((), {})",McDampedCos,3,-15.43409168963387
34,34,-20,brevdo_method,"((), {})",McDampedCos,4,-15.989437233422965
35,35,-20,brevdo_method,"((), {})",McDampedCos,5,-15.6178411769568
36,36,-20,brevdo_method,"((), {})",McDampedCos,6,-15.729106657291005
37,37,-20,brevdo_method,"((), {})",McDampedCos,7,-15.78361394780396
38,38,-20,brevdo_method,"((), {})",McDampedCos,8,-15.407938302847292
39,39,-20,brevdo_method,"((), {})",McDampedCos,9,-15.693440063595705
40,40,-20,brevdo_method,"((), {})",McDampedCos,10,-15.911560558580218
41,41,-20,brevdo_method,"((), {})",McDampedCos,11,-15.461691363656215
42,42,-20,brevdo_method,"((), {})",McDampedCos,12,-15.812182992418652
43,43,-20,brevdo_method,"((), {})",McDampedCos,13,-15.78934244884236
44,44,-20,brevdo_method,"((), {})",McDampedCos,14,-15.647424618325553
45,45,-20,brevdo_method,"((), {})",McDampedCos,15,-15.387264964246688
46,46,-20,brevdo_method,"((), {})",McDampedCos,16,-15.518155117014171
47,47,-20,brevdo_method,"((), {})",McDampedCos,17,-15.79236676289944
48,48,-20,brevdo_method,"((), {})",McDampedCos,18,-16.080026811321854
49,49,-20,brevdo_method,"((), {})",McDampedCos,19,-15.772205463478786
50,50,-20,brevdo_method,"((), {})",McDampedCos,20,-15.637244557450272
51,51,-20,brevdo_method,"((), {})",McDampedCos,21,-15.6852959766948
52,52,-20,brevdo_method,"((), {})",McDampedCos,22,-15.93929152768348
53,53,-20,brevdo_method,"((), {})",McDampedCos,23,-15.265595461290877
54,54,-20,brevdo_method,"((), {})",McDampedCos,24,-15.848669503535413
55,55,-20,brevdo_method,"((), {})",McDampedCos,25,-15.97532358373908
56,56,-20,brevdo_method,"((), {})",McDampedCos,26,-15.856246346474698
57,57,-20,brevdo_method,"((), {})",McDampedCos,27,-15.425089240422611
58,58,-20,brevdo_method,"((), {})",McDampedCos,28,-15.658529574347742
59,59,-20,brevdo_method,"((), {})",McDampedCos,29,-14.997642853467795
60,60,-20,brevdo_method,"((), {})",McSyntheticMixture5,0,-17.266025065833684
61,61,-20,brevdo_method,"((), {})",McSyntheticMixture5,1,-16.966351696670284
62,62,-20,brevdo_method,"((), {})",McSyntheticMixture5,2,-17.05419488738151
63,63,-20,brevdo_method,"((), {})",McSyntheticMixture5,3,-17.086627136208467
64,64,-20,brevdo_method,"((), {})",McSyntheticMixture5,4,-17.363781692000522
65,65,-20,brevdo_method,"((), {})",McSyntheticMixture5,5,-17.304754473395647
66,66,-20,brevdo_method,"((), {})",McSyntheticMixture5,6,-17.315536519302327
67,67,-20,brevdo_method,"((), {})",McSyntheticMixture5,7,-17.38805607647496
68,68,-20,brevdo_method,"((), {})",McSyntheticMixture5,8,-16.7563288755495
69,69,-20,brevdo_method,"((), {})",McSyntheticMixture5,9,-16.949576793328617
70,70,-20,brevdo_method,"((), {})",McSyntheticMixture5,10,-17.627848549794408
71,71,-20,brevdo_method,"((), {})",McSyntheticMixture5,11,-17.04353320391441
72,72,-20,brevdo_method,"((), {})",McSyntheticMixture5,12,-17.04281766695867
73,73,-20,brevdo_method,"((), {})",McSyntheticMixture5,13,-17.436787388871302
74,74,-20,brevdo_method,"((), {})",McSyntheticMixture5,14,-17.22530461489026
75,75,-20,brevdo_method,"((), {})",McSyntheticMixture5,15,-16.751469324983745
76,76,-20,brevdo_method,"((), {})",McSyntheticMixture5,16,-17.10677808103006
77,77,-20,brevdo_method,"((), {})",McSyntheticMixture5,17,-17.443685040493378
78,78,-20,brevdo_method,"((), {})",McSyntheticMixture5,18,-17.501146893871958
79,79,-20,brevdo_method,"((), {})",McSyntheticMixture5,19,-17.480250652923754
80,80,-20,brevdo_method,"((), {})",McSyntheticMixture5,20,-17.0505466408038
81,81,-20,brevdo_method,"((), {})",McSyntheticMixture5,21,-17.418671610085536
82,82,-20,brevdo_method,"((), {})",McSyntheticMixture5,22,-17.01881230665559
83,83,-20,brevdo_method,"((), {})",McSyntheticMixture5,23,-17.09789595976761
84,84,-20,brevdo_method,"((), {})",McSyntheticMixture5,24,-17.616337095640887
85,85,-20,brevdo_method,"((), {})",McSyntheticMixture5,25,-17.47892266904352
86,86,-20,brevdo_method,"((), {})",McSyntheticMixture5,26,-17.690271261149814
87,87,-20,brevdo_method,"((), {})",McSyntheticMixture5,27,-16.80463788216194
88,88,-20,brevdo_method,"((), {})",McSyntheticMixture5,28,-17.05772308515644
89,89,-20,brevdo_method,"((), {})",McSyntheticMixture5,29,-17.23205493071584
90,90,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,0,-9.697485461983575
91,91,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,1,-9.54601721352678
92,92,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,2,-9.320374779706746
93,93,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,3,-10.899063768945087
94,94,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,4,-11.040523253071434
95,95,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,5,-8.398465846335009
96,96,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,6,-7.914666901065304
97,97,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,7,-11.317897930818903
98,98,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,8,-11.080190344372582
99,99,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,9,-9.653092537139475
100,100,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,10,-10.364510097052872
101,101,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,11,-9.148849099999024
102,102,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,12,-9.13248718389403
103,103,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,13,-9.162366910908379
104,104,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,14,-9.511919560055093
105,105,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,15,-11.072085204158167
106,106,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,16,-8.257773225507453
107,107,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,17,-8.33354043588369
108,108,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,18,-9.681685074569218
109,109,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,19,-7.882453322339437
110,110,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,20,-10.248499299545134
111,111,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,21,-10.829409581473035
112,112,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,22,-9.921317337990981
113,113,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,23,-9.003140872557445
114,114,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,24,-8.389975304748173
115,115,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,25,-10.174198937541384
116,116,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,26,-10.360974173841644
117,117,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,27,-8.93314102499973
118,118,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,28,-10.324688062450724
119,119,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,29,-7.955857910165831
120,120,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,0,-10.189740990356883
121,121,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,1,-9.567040444969193
122,122,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,2,-8.664480975736357
123,123,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,3,-10.1592421829146
124,124,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,4,-10.53487910585533
125,125,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,5,-8.41459256687281
126,126,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,6,-6.687646574761189
127,127,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,7,-10.1241166851675
128,128,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,8,-9.77905884828827
129,129,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,9,-9.496835996278117
130,130,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,10,-10.340788820586532
131,131,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,11,-8.465403581913787
132,132,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,12,-9.647926412667434
133,133,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,13,-9.23665674629647
134,134,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,14,-9.426656056263175
135,135,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,15,-10.178104248496622
136,136,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,16,-9.0488644307093
137,137,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,17,-9.09851818300351
138,138,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,18,-9.81915901519531
139,139,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,19,-9.23770957316679
140,140,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,20,-9.885391219665976
141,141,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,21,-10.083204129633929
142,142,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,22,-10.040680519435085
143,143,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,23,-10.491472557879632
144,144,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,24,-8.635787145473678
145,145,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,25,-9.717582554923819
146,146,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,26,-10.256765992042121
147,147,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,27,-8.224243342085867
148,148,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,28,-8.333499841283823
149,149,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,29,-8.729246500428596
150,150,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,0,-10.900520061528471
151,151,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,1,-10.655975464092922
152,152,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,2,-10.616818504818728
153,153,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,3,-12.062159934554293
154,154,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,4,-11.586821317506608
155,155,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,5,-10.416027169210814
156,156,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,6,-9.271805738444547
157,157,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,7,-12.110269024915725
158,158,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,8,-11.92299607810378
159,159,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,9,-10.861293968744999
160,160,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,10,-11.803259347641177
161,161,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,11,-11.327244387815963
162,162,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,12,-11.492180207283056
163,163,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,13,-10.13988816952234
164,164,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,14,-11.578113217657396
165,165,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,15,-10.820485900603646
166,166,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,16,-9.277908628588648
167,167,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,17,-9.862573597317793
168,168,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,18,-11.718705631311924
169,169,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,19,-9.258757345596184
170,170,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,20,-10.235174585675777
171,171,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,21,-11.928736307736328
172,172,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,22,-10.303644083462874
173,173,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,23,-10.781368363926338
174,174,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,24,-10.15846228219936
175,175,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,25,-11.980390276095662
176,176,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,26,-10.884485928905914
177,177,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,27,-9.963660397138279
178,178,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,28,-10.580091581335296
179,179,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,29,-10.561553702363716
180,180,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,0,-4.183502985994647
181,181,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,1,-4.936273629187105
182,182,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,2,-6.438362214239276
183,183,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,3,-5.686969385426379
184,184,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,4,-5.93562013898547
185,185,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,5,-4.908797986635605
186,186,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,6,-5.449060431563494
187,187,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,7,-4.291324242852028
188,188,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,8,-5.198539706795539
189,189,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,9,-5.603968745860187
190,190,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,10,-4.49387975097392
191,191,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,11,-4.810497708246337
192,192,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,12,-5.676108183038652
193,193,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,13,-4.057903928138919
194,194,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,14,-5.307996729636225
195,195,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,15,-4.825068693477891
196,196,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,16,-4.914865820633744
197,197,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,17,-4.036496856635763
198,198,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,18,-5.004833123971219
199,199,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,19,-3.750680333507297
200,200,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,20,-5.042230042951694
201,201,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,21,-4.044906020135069
202,202,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,22,-5.43843953571649
203,203,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,23,-4.037775607913294
204,204,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,24,-6.737593854406762
205,205,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,25,-5.511526440406253
206,206,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,26,-5.100829612741156
207,207,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,27,-6.102619621719199
208,208,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,28,-5.716262680518724
209,209,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,29,-4.8895761590491755
210,210,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,0,-4.200341032922777
211,211,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,1,-4.888713257902583
212,212,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,2,-6.438361642152817
213,213,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,3,-4.925428030352004
214,214,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,4,-5.934587856800354
215,215,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,5,-4.908782331926489
216,216,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,6,-4.107376258088397
217,217,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,7,-4.765923046490871
218,218,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,8,-5.202194031555138
219,219,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,9,-5.603968356554654
220,220,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,10,-4.461441189833416
221,221,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,11,-4.7679228153829385
222,222,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,12,-4.82646172348903
223,223,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,13,-3.9335187943818655
224,224,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,14,-5.304955102628455
225,225,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,15,-5.001051920685008
226,226,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,16,-4.865130402525823
227,227,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,17,-4.125633572409676
228,228,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,18,-4.981228009753046
229,229,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,19,-3.7134612227650026
230,230,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,20,-4.940376988831897
231,231,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,21,-4.50024830217209
232,232,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,22,-5.108136535471038
233,233,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,23,-4.108604640966597
234,234,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,24,-6.708526678823954
235,235,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,25,-5.59259874219033
236,236,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,26,-5.025625166491686
237,237,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,27,-6.143598430659367
238,238,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,28,-5.685571903296779
239,239,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,29,-4.89179842188719
240,240,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,0,-5.637840366613849
241,241,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,1,-5.833117853467705
242,242,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,2,-7.768509210810354
243,243,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,3,-6.451259449994485
244,244,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,4,-6.840073389002368
245,245,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,5,-5.5848219484320305
246,246,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,6,-4.905697967971875
247,247,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,7,-5.464686090987499
248,248,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,8,-6.224745938649384
249,249,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,9,-6.307623855056002
250,250,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,10,-6.0194698242258005
251,251,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,11,-6.0576494465384565
252,252,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,12,-6.976500997030513
253,253,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,13,-5.105948228112169
254,254,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,14,-6.041547428897925
255,255,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,15,-6.315707283500691
256,256,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,16,-6.303954727998794
257,257,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,17,-4.9628488388693945
258,258,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,18,-5.875784774456768
259,259,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,19,-4.350968601863166
260,260,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,20,-5.670515162309339
261,261,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,21,-6.787890404334941
262,262,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,22,-5.7401089641995275
263,263,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,23,-6.070328644242458
264,264,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,24,-7.558834924093553
265,265,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,25,-6.693790809274768
266,266,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,26,-5.984271256275131
267,267,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,27,-6.115224438778354
268,268,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,28,-6.578770398864499
269,269,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,29,-4.345781696573826
270,270,-20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,0,-15.961962915543639
271,271,-20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,1,-16.339219497521643
