,index,SNRin,Method,Parameter,Signal_id,Repetition,QRF
3008,3008,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,8,25.006129715184585
3009,3009,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,9,25.39193419951655
3010,3010,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,10,24.63882355975841
3011,3011,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,11,24.625945155680263
3012,3012,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,12,24.675761196451962
3013,3013,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,13,25.38642131695552
3014,3014,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,14,25.80244327172352
3015,3015,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,15,9.758345611313274
3016,3016,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,16,24.744251190321506
3017,3017,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,17,24.488204636406472
3018,3018,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,18,24.498785400212917
3019,3019,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,19,25.15549429688368
3020,3020,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,20,24.135268088460727
3021,3021,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,21,24.39946488109983
3022,3022,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,22,25.78275496400627
3023,3023,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,23,24.46275198315326
3024,3024,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,24,25.440893921341072
3025,3025,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,25,24.996356448222144
3026,3026,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,26,23.767646183680988
3027,3027,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,27,24.961333683504563
3028,3028,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,28,24.572730878776227
3029,3029,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,29,24.41163591010362
3030,3030,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,0,26.34510357598058
3031,3031,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,1,25.84449404073776
3032,3032,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,2,26.61533026285275
3033,3033,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,3,25.85607653636022
3034,3034,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,4,25.803045520121234
3035,3035,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,5,26.285811311541437
3036,3036,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,6,26.511925882640156
3037,3037,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,7,26.274729573011648
3038,3038,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,8,24.945460334741554
3039,3039,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,9,26.528767699244963
3040,3040,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,10,26.03021795535991
3041,3041,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,11,26.16124777105263
3042,3042,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,12,25.75408609652575
3043,3043,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,13,26.406441301647654
3044,3044,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,14,26.202841358652464
3045,3045,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,15,25.62007994377496
3046,3046,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,16,26.79240459011411
3047,3047,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,17,26.258210927112707
3048,3048,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,18,26.526147836899682
3049,3049,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,19,25.85896736112668
3050,3050,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,20,26.199472376669174
3051,3051,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,21,25.18345903751568
3052,3052,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,22,25.689324037691954
3053,3053,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,23,26.20474670701979
3054,3054,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,24,26.255208505448827
3055,3055,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,25,25.407423638517415
3056,3056,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,26,26.32842894839492
3057,3057,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,27,25.937729835490302
3058,3058,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,28,26.234134807046864
3059,3059,20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,29,26.026821760552004
3060,3060,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,0,23.30319921786716
3061,3061,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,1,24.71242491682542
3062,3062,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,2,23.31214141836904
3063,3063,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,3,7.243533766742116
3064,3064,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,4,25.561349881214234
3065,3065,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,5,27.1465742380266
3066,3066,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,6,24.328714337165955
3067,3067,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,7,23.167430775418126
3068,3068,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,8,26.90362162630359
3069,3069,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,9,26.603524810714134
3070,3070,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,10,25.919886661437644
3071,3071,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,11,7.24867402556835
3072,3072,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,12,24.265118051706438
3073,3073,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,13,23.982268748078653
3074,3074,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,14,24.523095820334362
3075,3075,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,15,24.91350547176546
3076,3076,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,16,5.2271525080927095
3077,3077,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,17,24.272243715743038
3078,3078,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,18,23.71786980177058
3079,3079,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,19,25.361008764475375
3080,3080,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,20,25.037221549829574
3081,3081,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,21,23.089910767604
3082,3082,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,22,24.945797579770623
3083,3083,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,23,24.939669524634493
3084,3084,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,24,26.819469528629696
3085,3085,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,25,25.22819065718583
3086,3086,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,26,7.949107899979127
3087,3087,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,27,24.68678204871765
3088,3088,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,28,25.181060804428643
3089,3089,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,29,7.957556044936687
3090,3090,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,0,11.093003211615805
3091,3091,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,1,6.163755385466606
3092,3092,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,2,15.42691134406931
3093,3093,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,3,20.570964942655028
3094,3094,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,4,20.092810458324752
3095,3095,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,5,10.249127851972737
3096,3096,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,6,11.995696552798625
3097,3097,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,7,15.796939570248856
3098,3098,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,8,12.547841809664753
3099,3099,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,9,15.43532809783413
3100,3100,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,10,14.23992091875724
3101,3101,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,11,21.33621812669378
3102,3102,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,12,10.302029633764398
3103,3103,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,13,6.77467512483783
3104,3104,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,14,22.032739023254805
3105,3105,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,15,8.31856133786053
3106,3106,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,16,11.417471041884962
3107,3107,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,17,14.108746553666755
3108,3108,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,18,23.037750238876598
3109,3109,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,19,20.434396499024906
3110,3110,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,20,21.806200152261184
3111,3111,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,21,13.631742670451777
3112,3112,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,22,18.97859500977856
3113,3113,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,23,15.209012356434975
3114,3114,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,24,14.396667256664246
3115,3115,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,25,19.141081814966714
3116,3116,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,26,13.138363454611302
3117,3117,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,27,14.034195071610018
3118,3118,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,28,10.205476724855814
3119,3119,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,29,6.508866823239452
3120,3120,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,0,26.604932931330826
3121,3121,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,1,23.398729400280676
3122,3122,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,2,7.304810979058088
3123,3123,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,3,25.92235172791579
3124,3124,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,4,26.093160790618334
3125,3125,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,5,27.467607696196204
3126,3126,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,6,26.286886664517404
3127,3127,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,7,27.053482917261125
3128,3128,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,8,26.702045186503934
3129,3129,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,9,26.764834859950128
3130,3130,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,10,23.990688975680854
3131,3131,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,11,26.52578507610574
3132,3132,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,12,26.962270223468018
3133,3133,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,13,25.88586887133108
3134,3134,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,14,26.902286827531764
3135,3135,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,15,25.970441220065418
3136,3136,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,16,9.120568613747334
3137,3137,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,17,27.087119898915148
3138,3138,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,18,25.563984927619604
3139,3139,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,19,27.27526260309539
3140,3140,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,20,25.877525937836126
3141,3141,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,21,26.2656113284849
3142,3142,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,22,26.523284773065097
3143,3143,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,23,27.131100786836022
3144,3144,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,24,25.865433800537158
3145,3145,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,25,26.532965550779775
3146,3146,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,26,27.18950258857827
3147,3147,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,27,26.080996733615848
3148,3148,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,28,26.982691104569977
3149,3149,20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,29,26.415959410646266
3150,3150,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,0,25.313662193759306
3151,3151,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,1,25.202350547667987
3152,3152,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,2,24.95455460208214
3153,3153,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,3,24.797758814273653
3154,3154,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,4,24.97508644613489
3155,3155,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,5,25.026524213468797
3156,3156,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,6,24.411006271763416
3157,3157,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,7,24.864328817959173
3158,3158,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,8,24.682845642297746
3159,3159,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,9,24.692664510419586
3160,3160,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,10,24.927286255343247
3161,3161,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,11,24.856172257747836
3162,3162,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,12,24.72232586313206
3163,3163,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,13,24.890954558647493
3164,3164,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,14,25.040436276160392
3165,3165,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,15,24.84436714501504
3166,3166,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,16,24.89737261155951
3167,3167,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,17,25.29882791452998
3168,3168,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,18,24.89429769845476
3169,3169,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,19,24.525002553966885
3170,3170,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,20,25.165559771417144
3171,3171,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,21,24.50257326232977
3172,3172,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,22,25.148843287260668
3173,3173,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,23,25.06016751491359
3174,3174,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,24,25.00190582930734
3175,3175,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,25,24.3965794368862
3176,3176,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,26,24.651097449114072
3177,3177,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,27,24.935131485854278
3178,3178,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,28,25.003190988027217
3179,3179,20,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,29,24.935071765565
3180,3180,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,0,21.746785544617815
3181,3181,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,1,22.942955884891578
3182,3182,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,2,22.50220032221154
3183,3183,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,3,22.19731033893759
3184,3184,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,4,22.07316454282337
3185,3185,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,5,22.35769882675799
3186,3186,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,6,22.246453634870846
3187,3187,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,7,22.319429831758363
3188,3188,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,8,22.072684770066303
3189,3189,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,9,22.867216045443207
3190,3190,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,10,22.508979181206698
3191,3191,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,11,22.172891344886054
3192,3192,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,12,22.422673236609608
3193,3193,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,13,22.19326177969876
3194,3194,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,14,22.448477546013056
3195,3195,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,15,22.22054305726042
3196,3196,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,16,22.60061064364484
3197,3197,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,17,22.52400490111899
3198,3198,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,18,21.955096969262627
3199,3199,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,19,21.99884323805619
3200,3200,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,20,22.475022447733014
3201,3201,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,21,22.310299724917723
3202,3202,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,22,22.330688609228186
3203,3203,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,23,22.201580019672132
3204,3204,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,24,22.56609535594004
3205,3205,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,25,22.39035192153628
3206,3206,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,26,22.106463748630695
3207,3207,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,27,22.599665359236994
3208,3208,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,28,22.455049000312584
3209,3209,20,em_method,"(([], [], [], [], [], []), {})",McDampedCos,29,22.76213527079314
3210,3210,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,0,7.216925275593262
3211,3211,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,1,4.602928250509949
3212,3212,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,2,3.2975760243502803
3213,3213,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,3,4.18706172137566
3214,3214,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,4,4.144997531755821
3215,3215,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,5,15.324954144749421
3216,3216,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,6,15.03747458496061
3217,3217,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,7,6.005761453375687
3218,3218,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,8,7.331187158522848
3219,3219,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,9,6.2364849817753365
3220,3220,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,10,21.038537831130725
3221,3221,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,11,5.9520573690454235
3222,3222,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,12,15.258757459736021
3223,3223,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,13,4.2091487647883845
3224,3224,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,14,10.942749444999436
3225,3225,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,15,4.629339424326162
3226,3226,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,16,5.58933965285828
3227,3227,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,17,3.0766008182727234
3228,3228,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,18,3.034700005587299
3229,3229,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,19,7.788869594278916
3230,3230,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,20,10.053796861751795
3231,3231,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,21,8.200339036610451
3232,3232,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,22,8.849312032019744
3233,3233,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,23,14.00745976342791
3234,3234,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,24,15.01716428477694
3235,3235,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,25,2.804575328340142
3236,3236,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,26,4.792355764509511
3237,3237,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,27,5.794730169040675
3238,3238,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,28,7.451056582147926
3239,3239,20,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,29,8.866513704433638
3240,3240,20,fri_method,"((), {})",McCrossingChirps,0,25.604497020527283
3241,3241,20,fri_method,"((), {})",McCrossingChirps,1,25.516694029472568
3242,3242,20,fri_method,"((), {})",McCrossingChirps,2,25.12954589265606
3243,3243,20,fri_method,"((), {})",McCrossingChirps,3,25.072001924631017
3244,3244,20,fri_method,"((), {})",McCrossingChirps,4,25.19734898440994
3245,3245,20,fri_method,"((), {})",McCrossingChirps,5,25.363204454270324
3246,3246,20,fri_method,"((), {})",McCrossingChirps,6,24.65458836451574
3247,3247,20,fri_method,"((), {})",McCrossingChirps,7,25.115467296726145
3248,3248,20,fri_method,"((), {})",McCrossingChirps,8,25.056285089231956
3249,3249,20,fri_method,"((), {})",McCrossingChirps,9,25.08528978035968
3250,3250,20,fri_method,"((), {})",McCrossingChirps,10,25.099428756224512
3251,3251,20,fri_method,"((), {})",McCrossingChirps,11,25.256284753368966
3252,3252,20,fri_method,"((), {})",McCrossingChirps,12,25.042506801181723
3253,3253,20,fri_method,"((), {})",McCrossingChirps,13,25.134837804711168
3254,3254,20,fri_method,"((), {})",McCrossingChirps,14,25.404511082625056
3255,3255,20,fri_method,"((), {})",McCrossingChirps,15,25.213483839841388
3256,3256,20,fri_method,"((), {})",McCrossingChirps,16,25.107991294162883
3257,3257,20,fri_method,"((), {})",McCrossingChirps,17,25.566348854576336
3258,3258,20,fri_method,"((), {})",McCrossingChirps,18,25.1543352623763
3259,3259,20,fri_method,"((), {})",McCrossingChirps,19,24.695126492118437
3260,3260,20,fri_method,"((), {})",McCrossingChirps,20,25.37388833713682
3261,3261,20,fri_method,"((), {})",McCrossingChirps,21,24.777423940732856
3262,3262,20,fri_method,"((), {})",McCrossingChirps,22,25.247999995419164
3263,3263,20,fri_method,"((), {})",McCrossingChirps,23,25.335933518034746
3264,3264,20,fri_method,"((), {})",McCrossingChirps,24,25.254224218217843
3265,3265,20,fri_method,"((), {})",McCrossingChirps,25,24.67136381758325
3266,3266,20,fri_method,"((), {})",McCrossingChirps,26,24.90184403532924
3267,3267,20,fri_method,"((), {})",McCrossingChirps,27,25.26967137380126
3268,3268,20,fri_method,"((), {})",McCrossingChirps,28,25.30644423401004
3269,3269,20,fri_method,"((), {})",McCrossingChirps,29,25.16692291821417
3270,3270,20,fri_method,"((), {})",McDampedCos,0,23.79903962347135
3271,3271,20,fri_method,"((), {})",McDampedCos,1,24.942390650839954
3272,3272,20,fri_method,"((), {})",McDampedCos,2,24.069365422996157
3273,3273,20,fri_method,"((), {})",McDampedCos,3,24.329895574874683
3274,3274,20,fri_method,"((), {})",McDampedCos,4,24.417408848367472
3275,3275,20,fri_method,"((), {})",McDampedCos,5,24.35465336825558
3276,3276,20,fri_method,"((), {})",McDampedCos,6,24.432623492881955
3277,3277,20,fri_method,"((), {})",McDampedCos,7,24.470272396624004
3278,3278,20,fri_method,"((), {})",McDampedCos,8,24.2250698959092
3279,3279,20,fri_method,"((), {})",McDampedCos,9,24.583941820288857
