,Signal Id.,SNR,Method,Parameters,Iteration,Comp.0,Comp.1,Comp.2
0,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",0,-16.02140374765326,-15.651786154766636,
1,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",1,-16.402587748644287,-16.172836966967196,
2,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",2,-15.57121267434,-16.96060172638089,
3,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",3,-15.476625605481145,-16.000677560180062,
4,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",4,-16.010831634661464,-16.33548931679154,
5,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",5,-15.17834058330507,-16.416778189123914,
6,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",6,-15.968547835686692,-16.333855435205958,
7,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",7,-16.154896259752874,-16.322862668707526,
8,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",8,-16.20915045633088,-16.235322704128833,
9,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",9,-16.441159386019464,-15.75404165454689,
10,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",10,-16.30839283387512,-16.31745319231259,
11,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",11,-16.20297280292994,-16.7092639525047,
12,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",12,-16.598859335416755,-15.862656501935096,
13,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",13,-15.769762389840931,-16.712728072170048,
14,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",14,-15.605579502904002,-15.679881249723023,
15,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",15,-16.22617808458344,-15.885678323809262,
16,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",16,-16.384289249252536,-16.13018912518057,
17,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",17,-16.28476080193202,-16.307041713270614,
18,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",18,-16.815640190318963,-15.826175913943093,
19,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",19,-16.62807598649371,-15.466503130544936,
20,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",20,-15.622208681827615,-15.875769255576984,
21,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",21,-16.456663301749042,-16.23848414603014,
22,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",22,-15.540983353467626,-16.08439189303632,
23,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",23,-16.41585845295731,-15.967191476442682,
24,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",24,-16.539916038533946,-16.42994886136613,
25,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",25,-16.459186989778253,-16.326317801572657,
26,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",26,-16.32375681859764,-16.071305991909494,
27,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",27,-15.716094579770294,-16.41078973265103,
28,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",28,-15.260706942213869,-15.620613579003727,
29,McDampedCos,-20,em_method,"([], [], [], [], [], [], True)",29,-16.471802834731644,-15.515513344893844,
30,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",0,-17.642880431767168,-17.40100203237881,
31,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",1,-17.375976904695257,-17.452686891407854,
32,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",2,-17.32161852499689,-17.39137345669298,
33,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",3,-16.94438518098468,-17.166809736653146,
34,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",4,-17.386671049942954,-17.304425642112818,
35,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",5,-17.674316166276324,-16.922523744563744,
36,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",6,-17.291687951841475,-17.018106401836157,
37,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",7,-17.745668875356795,-17.120785255398083,
38,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",8,-16.9237695919761,-17.374277735681872,
39,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",9,-17.29129721402098,-17.199234127793133,
40,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",10,-17.307438986085227,-17.45992068695703,
41,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",11,-17.779826512053315,-17.21959833405,
42,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",12,-17.3856595206711,-16.91169363986865,
43,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",13,-17.52987424546977,-17.484663695865816,
44,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",14,-17.49173584628777,-17.366764834330162,
45,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",15,-17.450812818670386,-17.166005956200017,
46,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",16,-17.281200166145027,-17.658844742495056,
47,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",17,-17.544627201207646,-17.29824088977597,
48,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",18,-17.15202085949392,-17.817989219985584,
49,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",19,-17.30048873979477,-17.153969817087027,
50,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",20,-17.127067972800077,-17.15218099669039,
51,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",21,-17.233202228679417,-17.622399563921892,
52,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",22,-17.430984180492068,-17.65571164158487,
53,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",23,-17.23445357121339,-17.581179422191205,
54,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",24,-17.344121038230135,-17.455064228856298,
55,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",25,-17.077902579673466,-17.616029038826653,
56,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",26,-17.39564939567229,-17.45897859789885,
57,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",27,-17.02401945737954,-17.43900988499832,
58,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",28,-17.28503499341826,-16.984954066292957,
59,McDampedCos,-20,fri_method,"([], [], [], [], [], [], True)",29,-16.620224508327258,-17.45695352398687,
60,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",0,-16.184568668795578,-15.400710703512303,
61,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",1,-15.705374805502393,-16.154138162814473,
62,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",2,-15.478795580285095,-16.15649582750161,
63,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",3,-15.193503515711228,-15.812339446259958,
64,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",4,-15.9222369404645,-15.750047719857893,
65,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",5,-15.863710173736706,-15.093433030491823,
66,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",6,-14.873632732887202,-16.212713680335735,
67,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",7,-15.386472473593757,-15.850418879915143,
68,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",8,-15.177885461672114,-15.492302436048615,
69,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",9,-15.43877989159576,-15.68517935204806,
70,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",10,-15.79293660204562,-15.89638621083399,
71,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",11,-15.067869643609,-15.54151576230055,
72,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",12,-15.943303611908725,-15.266573665497141,
73,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",13,-15.685716283946803,-16.495746795880553,
74,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",14,-15.346800236413731,-16.036420797365317,
75,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",15,-16.104590339155617,-15.53595998694703,
76,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",16,-14.800854723615391,-16.00204373662435,
77,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",17,-15.306795433999785,-15.9725275279906,
78,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",18,-16.044634201869762,-15.716441588576266,
79,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",19,-15.626872793383201,-15.520849337153281,
80,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",20,-15.577026160429607,-15.53073686920042,
81,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",21,-15.20154128712527,-15.925753394940172,
82,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",22,-15.464651715529307,-16.169999194005378,
83,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",23,-15.362655656006387,-15.07284935942501,
84,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",24,-15.155355796937442,-16.308751841489617,
85,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",25,-15.581576647222414,-15.987941032877444,
86,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",26,-16.210552301057618,-15.971300712930237,
87,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",27,-14.665821791289378,-15.842735744287275,
88,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",28,-15.755220320888997,-15.177216614537679,
89,McDampedCos,-20,brevdo_method,"([], [], [], [], [], True)",29,-15.149075183669789,-14.830313876504206,
90,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",0,-9.940570850902997,-10.427008705975593,
91,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",1,-9.94047040226039,-9.106974076643743,
92,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",2,-8.769717946659746,-8.558382943222584,
93,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",3,-10.854545647418263,-9.611240592156637,
94,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",4,-8.655571578504343,-11.826441241441245,
95,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",5,-8.536365781731245,-8.101536653173243,
96,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",6,-2.7499563082380547,-7.7017198009504515,
97,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",7,-9.7919586800631,-9.411426550381318,
98,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",8,-7.6263936722936325,-10.912959226236998,
99,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",9,-9.32485175268518,-9.663948292069245,
100,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",10,-10.245283572476907,-10.400517354761414,
101,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",11,-8.538730590403114,-8.392516322776423,
102,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",12,-9.540405299725002,-9.83842464099768,
103,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",13,-8.997245965581772,-9.465540765179153,
104,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",14,-9.632349860225906,-8.898522108599042,
105,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",15,-9.449055421142413,-10.698343193300522,
106,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",16,-9.625541894740268,-8.170312372417872,
107,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",17,-9.550698064044518,-8.594987344549732,
108,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",18,-9.768308392431896,-9.91319075100031,
109,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",19,-9.108830858741454,-9.489852963580805,
110,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",20,-11.223245857842395,-7.9448043429243285,
111,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",21,-9.637868623911661,-10.44014732908565,
112,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",22,-7.817538532485559,-10.353434512813118,
113,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",23,-10.982635611981976,-9.913461505083816,
114,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",24,-8.289292141320338,-8.945868196673109,
115,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",25,-8.519839577464653,-10.656692617362696,
116,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",26,-10.877339225233914,-9.511572209081638,
117,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",27,-8.286528794639255,-6.157479758428455,
118,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",28,-8.562921773706382,-8.093071066519592,
119,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.45, 'grouping': True, 'return_comps': True}",29,-8.062899536897074,-9.314323163631391,
120,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",0,-5.053526559302707,-0.02003244663552103,
121,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",1,-5.40264359444755,-4.307251950310579,
122,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",2,-6.149516938803703,-6.710610316597082,
123,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",3,-5.4452326325478175,-4.3355696631800225,
124,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",4,-6.409453322765617,-5.387485464852423,
125,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",5,-5.572980101593096,-4.1259758510043385,
126,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",6,-5.28382591945335,-2.482835319617415,
127,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",7,-5.12353772241175,-4.377653666819561,
128,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",8,-4.860839263850013,-5.519932979650909,
129,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",9,-4.774385754184045,-6.301406602885718,
130,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",10,-2.576227540644557,-4.355409639796698,
131,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",11,-4.098078415711405,-5.349251311435323,
132,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",12,-4.597778976939085,-5.010078162936295,
133,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",13,-4.2881928097560635,-3.548585798883315,
134,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",14,-5.199393087625234,-5.375857538767985,
135,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",15,-5.209966035461059,-4.783007914026801,
136,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",16,-5.237743476414617,-4.181571484714793,
137,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",17,-4.062999516664844,-4.188458464542734,
138,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",18,-5.413158947385942,-4.478405462586527,
139,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",19,-3.4224802462439072,-1.1846764978096973,
140,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",20,-4.167612097246382,-5.597315316010688,
141,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",21,-4.338871303953244,-4.647797920522985,
142,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",22,-6.0024571946570315,-3.946107304849029,
143,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",23,-4.505367533789048,-0.11266850952473137,
144,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",24,-7.825730781246929,-5.202766297057613,
145,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",25,-5.382629077148486,-4.505276029280455,
146,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",26,-5.128650759900202,-3.6019446277194818,
147,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",27,-5.772811311483103,-6.4865713688259135,
148,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",28,-4.959836128988419,-6.308140935844158,
149,McDampedCos,-20,delaunay_triangulation,"{'LB': 1.75, 'grouping': True, 'return_comps': True}",29,-4.286548696196975,-5.3568992222400045,
150,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",0,-12.469178315368444,-11.7673528616033,
151,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",1,-11.699444293527872,-11.265293702524072,
152,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",2,-12.42297434253166,-11.398565756424738,
153,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",3,-11.50734020917428,-10.758763058010816,
154,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",4,-12.257213247376864,-11.346586910937187,
155,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",5,-12.88148521905218,-11.371314110960231,
156,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",6,-13.186292224110394,-12.317292329451401,
157,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",7,-12.655524893954428,-11.495042520594874,
158,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",8,-12.495549722704961,-11.644906467273904,
159,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",9,-11.117311245548239,-11.969398518202254,
160,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",10,-12.600099668449294,-12.306595244196492,
161,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",11,-12.045266719861958,-11.906371582120387,
162,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",12,-12.4674240466781,-11.801361575772935,
163,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",13,-12.122885727859433,-12.962318152858082,
164,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",14,-12.241781205495032,-11.934984709140712,
165,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",15,-11.665983458003492,-11.446469222741833,
166,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",16,-12.25921942094235,-11.574819972961157,
167,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",17,-12.128891580193601,-12.831073354566453,
168,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",18,-12.27271212961664,-12.000185417130847,
169,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",19,-11.674130811369247,-11.599725784668387,
170,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",20,-12.311920280963546,-11.84364122182826,
171,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",21,-13.085735076069053,-11.628826070977736,
172,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",22,-12.737110628097364,-11.257065816255343,
173,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",23,-12.012604223089804,-11.708261531804032,
174,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",24,-11.826798637109484,-12.27752628275345,
175,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",25,-12.395475842268816,-12.647216499365133,
176,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",26,-12.754703266695328,-12.176348247798469,
177,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",27,-11.791999100334893,-12.340627001668285,
178,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",28,-12.00741318095095,-12.293759958770716,
179,McDampedCos,-20,nils_method,"([], [], 1, [], [], True)",29,-11.476229418033947,-12.104630901620752,
180,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",0,-10.511274137185021,-10.077075530551864,
181,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",1,-9.748953315857019,-10.583409265283976,
182,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",2,-10.81761357370435,-9.622915200389485,
183,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",3,-9.913213253136583,-9.7372912940399,
184,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",4,-10.868056113445775,-10.221917218406514,
185,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",5,-10.382488461925066,-11.410660807205602,
186,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",6,-11.669369475830628,-10.701565731385712,
187,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",7,-11.349106314850253,-10.077974029576788,
188,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",8,-10.40235257694494,-9.960069211499995,
189,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",9,-9.765907687024981,-10.597502924475506,
190,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",10,-10.939257929232284,-10.641713282196593,
191,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",11,-10.505084621571129,-10.266012685478527,
192,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",12,-10.493278449578526,-10.228895538540673,
193,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",13,-10.552853906991864,-10.710751294467846,
194,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",14,-10.469163925513858,-10.085007374181425,
195,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",15,-10.153782479625104,-10.240267295116643,
196,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",16,-10.717473249346018,-9.898515018337113,
197,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",17,-10.637317946718035,-11.099215227802436,
198,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",18,-10.926764011547313,-10.153605054542794,
199,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",19,-9.866085266265612,-9.945626092375035,
200,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",20,-10.57931102848915,-10.062436025303235,
201,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",21,-11.575842079386426,-10.032832807628653,
202,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",22,-10.926414810809055,-10.250325947562015,
203,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",23,-10.768461853818305,-10.043832569281415,
204,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",24,-10.35982488402297,-10.58082446834645,
205,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",25,-11.128475331879423,-10.943788992446615,
206,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",26,-10.781402279831196,-10.439181856895939,
207,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",27,-10.544200190703087,-11.015520472789557,
208,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",28,-10.778065510115109,-11.199535714385025,
209,McDampedCos,-20,nils_method,"([], [], 2, [], [], True)",29,-10.260636206438654,-10.296339180192627,
210,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",0,-17.01464424348563,-18.260528927883747,
211,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",1,-18.481631834049,-16.818480320585138,
212,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",2,-18.28685766027667,-16.688729497411178,
213,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",3,-18.04039693367268,-16.472078924028303,
214,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",4,-16.95223727290025,-18.326475218197583,
215,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",5,-18.069294633754083,-16.6885552546144,
216,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",6,-18.193303208008004,-16.501013829043575,
217,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",7,-18.293750041921687,-17.012922026673472,
218,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",8,-18.12760532617462,-16.79108755251937,
219,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",9,-16.955530793264437,-18.07279043432387,
220,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",10,-16.989137689578733,-18.474633888833274,
221,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",11,-18.38846475494608,-16.9069038502728,
222,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",12,-18.125688406889108,-16.777310471097582,
223,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",13,-17.00493549265042,-18.34318250408483,
224,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",14,-16.53984842453926,-18.522514895996363,
225,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",15,-17.92935471622084,-16.99610828263512,
226,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",16,-16.91844930238601,-18.270345251547344,
227,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",17,-16.945192461637454,-18.286495449122157,
228,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",18,-18.47829041016653,-16.707443846332968,
229,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",19,-17.910414711472306,-17.274143951967375,
230,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",20,-16.857814948278577,-18.141451818559155,
231,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",21,-17.037232056670263,-18.316255621480874,
232,McDampedCos,-20,pseudo_bayesian_method,"([], False, [], [], [], [], [], [], [], [], True)",22,-18.441948263846882,-16.91951715011412,
